"","id","creator","date","publisher","subject1","title"
"174","almanachdutimbre00xyzm",NA,1886,"Bruxelles : J.-B. Moens",NA,"Almanach du timbre-poste : contenant des prédictions faciles de chaque jour soit sur les timbres timbrophiles ou marchands, éphémérides et quelques faits-divers se rapportant aux postes et aux timbres"
"175","aloneamongzulusn00bart","Barter, Catherine",1910,"London, Society for Promoting Christian Knowledge",NA,"Alone among the Zulus : the narrative of a journey through the Zulu country, South Africa"
"176","AloysiiGalvaniD00Galv",NA,1791,"Bononiae : Ex Typographia Instituti Scientiarium","Early works to 1850","Aloysii Galvani De viribus electricitatis in motu musculari commentarius"
"177","alphabet00rabi","Rabier, Benjamin, 1864-1939",NA,"Paris : Librairie Garnier Frères","French language","Alphabet"
"178","alphabetefrdiest00dill","Dillmont, Thérèse de, 1846-1890",1900,"Dornach (Elsass) Verlag von Th. de Dillmont",NA,"Alphabete für die Stickerin; Buchstaben, Monogramme, Ziffern und Ornamente, nach gezählten Fäden zu sticken und Muster mit Bausen für Weiss-Stickerei"
"179","alphabetsoldnewf00dayl","Day, Lewis Foreman, 1845-1910",1910,"London : B.T. Batsford",NA,"Alphabets old and new, for the use of craftsmen"
"180","alteportrtgrap00anti","Antiquariat Dieter Grosse-Wortmann",1900,"Lage : Antiquariat Dieter Grosse-Wortmann","Portrait prints","Alte Porträt-Graphik"
"181","alteregomasksthe00coop","Cooper Union Museum for the Arts of Decoration",1951,"New York",NA,"Alter ego [masks, their art and use"
"182","amateurworkillus03lond",NA,1881,"London, New York : Ward, Lock & Co.","Industrial arts","Amateur work, illustrated"
"183","amateurworkillus05lond",NA,1881,"London, New York : Ward, Lock & Co.","Industrial arts","Amateur work, illustrated"
"184","amateurworkillus06lond",NA,1881,"London, New York : Ward, Lock & Co.","Industrial arts","Amateur work, illustrated"
"185","amateurworkillus11881lond",NA,1881,"London, New York : Ward, Lock & Co.","Industrial arts","Amateur work, illustrated"
"186","amateurworkillus21883lond",NA,1881,"London, New York : Ward, Lock & Co.","Industrial arts","Amateur work, illustrated"
"187","amateurworkillus21890lond",NA,1881,"London, New York : Ward, Lock & Co.","Industrial arts","Amateur work, illustrated"
"188","amateurworkillus31891lond",NA,1881,"London, New York : Ward, Lock & Co.","Industrial arts","Amateur work, illustrated"
"189","amateurworkillus41886lond",NA,1881,"London, New York : Ward, Lock & Co.","Industrial arts","Amateur work, illustrated"
"190","amateurworkillus71887lond",NA,1881,"London, New York : Ward, Lock & Co.","Industrial arts","Amateur work, illustrated"
"191","amerhdbkchemical00benjrich",NA,NA,NA,NA,"American Hand-Book of Chemical and Physical Apparatus, Minerals, fossils, Rare Chemicals, etc."
"192","America00Ogil",NA,1671,"London : Printed by the author ...",NA,"America : being the latest, and most accurate description of the New World : containing the original of the inhabitants, and the remarkable voyages thither : the conquest of the vast empires of Mexico and Peru, and other large provinces and territories, with the several European plantations in those parts : also their cities, fortresses, towns, temples, mountains, and rivers : their habits, customs, manners, and religions : their plants, beasts, birds, and serpents : with an appendix containing, besides several other considerable additions, a brief survey of what hath been discover'd of the unknown south-land and the Arctick region"
"193","americaillustrat00will","Williams, J. David",1883,"Boston, De Wolfe, Fiske & Company",NA,"America illustrated"
"194","americanartamer01mont","Montgomery, Walter",1889,"Boston, E.W. Walker & co","Art","American art and American art collections; essays on artistic subjects"
"195","americanartamer02mont","Montgomery, Walter",1889,"Boston, E.W. Walker & co","Art","American art and American art collections; essays on artistic subjects"
"196","americanartameri01mont","Montgomery, Walter",1889,"Boston, E.W. Walker & co","Art","American art and American art collections; essays on artistic subjects"
"197","americanartameri02mont","Montgomery, Walter",1889,"Boston, E.W. Walker & co","Art","American art and American art collections; essays on artistic subjects"
"198","americanbiogra00houg","Hough, Franklin Benjamin, 1822-1885",1875,"Albany, J. Munsell",NA,"American biographical notes, being short notices of deceased persons, chiefly those not included in Allen's or in Drake's biographical dictionaries"
"199","americanbiograph00hun","Hunt, William",1849,"New York, Nafis & Cornish; St. Louis, Mo., Nafis, Cornish & co.",NA,"The American biographical sketch book"
"200","americancan1518821886amer","American Canoe Association",1882,"New York : Brentano Bros.",NA,"The American canoeist"
"201","americancardplay00dick","Dick, William B. (William Brisbane), 1827-1901",1866,"New York : Dick & Fitzgerald","Card games","The American card player: containing clear and comprehensive directions for playing the games of euchre, whist, bezique, all-fours, pitch, commercial pitch, French fours, all fives, cassino, cribbage, straight and draw poker, and whiskey poker: together with all the laws of those games"
"202","Americanconques00Gree",NA,1911,"New York : Emil Ascher","Marches (Piano)","American conquest : march and two step"
"203","americanetiquett00houg","Houghton, Walter R. (Walter Raleigh), 1845-1929",1883,"New York : Standard Pub. Co.",NA,"American etiquette and rules of politeness"
"204","americangraphica00weit","Weitenkampf, Frank, 1866-1962",1912,"New York, H. Holt and company","Engraving","American graphic art"
"205","americanhorolog02mill","Miller, George B",1869,"New York, G. B. Miller",NA,"American horological journal, devoted to practical horology"
"206","americanhorologi01mill","Miller, George B",1869,"New York, G. B. Miller",NA,"American horological journal, devoted to practical horology"
"207","americanhorologi02mill","Miller, George B",1869,"New York, G. B. Miller",NA,"American horological journal, devoted to practical horology"
"208","americanhorologi04mill","Miller, George B",1869,"New York, G. B. Miller",NA,"American horological journal, devoted to practical horology"
"209","americanindianin00dock","Dockstader, Frederick J",1957,"New York : Museum of the American Indian, Heye Foundation","Indians","The American Indian in graduate studies : a bibliography of theses and dissertations"
"210","americanindianin00dockst",NA,1973,"New York : Museum of the American Indian, Heye Foundation","Indians","The American Indian in graduate studies : a bibliography of theses and dissertations"
"211","americanindianin00docksta",NA,1973,"New York : Museum of the American Indian, Heye Foundation","Indians","The American Indian in graduate studies : a bibliography of theses and dissertations"
"212","americanindianin00hunt","Hunter, H. Chadwick",1900,"[S.l. : s.n.]","Indians in art","The American Indian in painting"
"213","americanindianpa00king","King, Jeanne Snodgrass, 1927-",1968,"New York : Museum of the American Indian, Heye Foundation","Indians of North America","American Indian painters; a biographical directory"
"214","americanindianpe00beck","Beckwith, Paul Edmond, 1848-1907",1907,"Washington : [s.n.]",NA,"American Indian peace medals"
"215","americanindiant00pete","Peterson, Harold Leslie, 1922-",1971,"New York] Museum of the American Indian, Heye Foundation",NA,"American Indian tomahawks"
"216","americanindianto00pete","Peterson, Harold Leslie, 1922-",1971,"New York] Museum of the American Indian, Heye Foundation",NA,"American Indian tomahawks"
"217","americanindianto01pete",NA,1965,"[New York] Museum of the American Indian, Heye Foundation",NA,"American Indian tomahawks"
"218","americanjou1016184445phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"219","americanjou1117184546phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"220","americanjou1218184647phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"221","americanjou1218271828thor",NA,1827,"[Thorofare, N.J., etc.] Charles B. Slack [etc.]",NA,"The American journal of the medical sciences"
"222","americanjou4352187180phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"223","americanjou5362188190phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"224","americanjour10141891thor",NA,1827,"[Thorofare, N.J., etc.] Charles B. Slack [etc.]",NA,"The American journal of the medical sciences"
"225","americanjour18241852phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"226","americanjour26321854phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"227","americanjour343101862phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"228","americanjour363121864phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"229","americanjour373131865phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"230","americanjour383141866phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"231","americanjour393151867phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"232","americanjour403161868phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"233","americanjour410183839phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"234","americanjour413171869phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"235","americanjour423181870phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"236","americanjour511183940phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"237","americanjour524101880phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"238","americanjour534111881phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"239","americanjour544121882phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"240","americanjour554131883phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"241","americanjour564141884phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"242","americanjour574151885phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"243","americanjour584161886phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"244","americanjour594171887phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"245","americanjour604181888phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"246","americanjour612184041phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"247","americanjour614191889phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"248","americanjour624201890phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"249","americanjour634211891phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"250","americanjour644221892phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"251","americanjour654231893phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"252","americanjour664241894phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"253","americanjour674251895phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"254","americanjour713184142phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"255","americanjour718641865newy",NA,1858,"New York : Seely & Garbanati","Photography","The American journal of photography"
"256","americanjour814184243phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"257","americanjour915184344phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"258","americanjourn10141891thor",NA,1827,"[Thorofare, N.J., etc.] Charles B. Slack [etc.]",NA,"The American journal of the medical sciences"
"259","americanjourn10151891thor",NA,1827,"[Thorofare, N.J., etc.] Charles B. Slack [etc.]",NA,"The American journal of the medical sciences"
"260","americanjourn10161891thor",NA,1827,"[Thorofare, N.J., etc.] Charles B. Slack [etc.]",NA,"The American journal of the medical sciences"
"261","americanjourn11221896thor",NA,1827,"[Thorofare, N.J., etc.] Charles B. Slack [etc.]",NA,"The American journal of the medical sciences"
"262","americanjourn11231896thor",NA,1827,"[Thorofare, N.J., etc.] Charles B. Slack [etc.]",NA,"The American journal of the medical sciences"
"263","americanjourn11241896thor",NA,1827,"[Thorofare, N.J., etc.] Charles B. Slack [etc.]",NA,"The American journal of the medical sciences"
"264","americanjourn11751889thor",NA,1827,"[Thorofare, N.J., etc.] Charles B. Slack [etc.]",NA,"The American journal of the medical sciences"
"265","americanjourn11761889thor",NA,1827,"[Thorofare, N.J., etc.] Charles B. Slack [etc.]",NA,"The American journal of the medical sciences"
"266","americanjourn13191847phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"267","americanjourn14201848phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"268","americanjourn15211849phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"269","americanjourn16221850phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"270","americanjourn17183536phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"271","americanjourn17231851phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"272","americanjourn25311853phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"273","americanjourn27331855phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"274","americanjourn28183637phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
"275","americanjourn28341856phil",NA,1835,"Philadelphia : Philadelphia College of Pharmacy","Pharmacy","American journal of pharmacy"
